Source resource ID,_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.identifier,associatedMedia.license,associatedMedia.mime,associatedMedia.modified,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,country,created,decimalLatitude,decimalLongitude,determinationNames,donorName,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,family,gbifID,gbifIssue,genus,higherClassification,higherGeography,identificationQualifier,institutionCode,kingdom,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,occurrenceID,order,otherCatalogNumbers,phylum,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,verbatimLatitude,verbatimLongitude,year
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2015760,,,,,,,,,,,,,,Specimen,PA EM 289,,"Quaternary, Holocene",,PAL,Europe,France,856396800000,46.200,5.500,Homo sapiens | Homo sapiens,M Code,Phanerozoic,Holocene,Cenozoic,Quaternary,,1056458619,GEODETIC_DATUM_ASSUMED_WGS84,,,Europe; France; Rhône-Alpes; Ain,,NHMUK,,Phanerozoic,Holocene,Cenozoic,Quaternary,,"La Genière, La Genière",1530800332000,577241c1-20c8-4850-ad52-316efc6209cc,,NHMUK:ecatalogue:2015760,,,,,,,,Rhône-Alpes,Anthropology,46 12 00 N,005 30 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845672,,,,,,,,,,,,,,Specimen,PA EM 4126,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383303363000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428267,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507968000,ebfd6055-7bcb-4c3c-98ec-ea2942abb686,Primates,NHMUK:ecatalogue:2845672,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2844341,,,,,,,,,,,,,,Specimen,PA EM 4121,"Indet bone fragment. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383236282000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428258,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,c5d2cb0f-3d50-4c83-8897-2e27eee04a4f,Primates,NHMUK:ecatalogue:2844341,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2844339,,,,,,,,,,,,,,Specimen,PA EM 4119,"Postcrania. Ribs. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383235650000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428257,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,b827b57d-b61d-416f-8fc4-5d91514f796b,Primates,NHMUK:ecatalogue:2844339,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840534,193260,cfa16d36cea01a2343587bb91212489e2c35ff48,Specimen,1382631239000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/cfa16d36cea01a2343587bb91212489e2c35ff48/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4107_1_M_1,StillImage,1,Specimen,PA EM 4107,"Hand. Distal phalange. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382092994000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428250,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,7f1997e2-8ad2-4b28-81a4-c1cc16536f2e,Primates,NHMUK:ecatalogue:2840534,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840515,193205,cc6506d3a6e64ede4b4e28a3404e9deea0fa05b1,Specimen,1382627919000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/cc6506d3a6e64ede4b4e28a3404e9deea0fa05b1/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4102_1_M_1,StillImage,1,Specimen,PA EM 4102,"Humerus head. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382090867000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428240,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,a1146a27-d584-48ea-8bfc-44a714058b4c,Primates,NHMUK:ecatalogue:2840515,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845791,,,,,,,,,,,,,,Specimen,PA EM 4132,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383303619000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428266,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507968000,f9a404fb-6be3-4d2c-8736-af980b7405e5,Primates,NHMUK:ecatalogue:2845791,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845756,,,,,,,,,,,,,,Specimen,PA EM 4130,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383303529000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428265,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507968000,0bea6582-438e-469c-8caf-4ec47644bab1,Primates,NHMUK:ecatalogue:2845756,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2014959,,,,,,,,,,,,,,Specimen,PA EM 238,,"Quaternary, Pleistocene",,PAL,Europe,France,855100800000,44.933,1.017,Homo sapiens | Homo sapiens,Department of Zoology,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,1055339370,GEODETIC_DATUM_ASSUMED_WGS84,,,Europe; France; Aquitaine; Dordogne,,NHMUK,,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1530800351000,c225815d-9b7b-4a85-8aad-e371fbe69482,,NHMUK:ecatalogue:2014959,,,,,,,,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2015640,,,,,,,,,,,,,,Specimen,PA EM 240,,"Quaternary, Pleistocene",,PAL,Europe,France,855100800000,44.933,1.017,Homo sapiens | Homo sapiens,Department of Zoology,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,1055676820,GEODETIC_DATUM_ASSUMED_WGS84,,,Europe; France; Aquitaine; Dordogne,,NHMUK,,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1530800351000,21307d0c-14a5-4570-8af9-2927305604de,,NHMUK:ecatalogue:2015640,,,,,,,,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845638,,,,,,,,,,,,,,Specimen,PA EM 4125,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383303285000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428264,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,1ad45e1d-9a58-4609-b9f5-a3b633953542,Primates,NHMUK:ecatalogue:2845638,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2845217,,,,,,,,,,,,,,Specimen,PA EM 4122,"Postcrania. Rib. Homo sapiens. Bruniquel Cave, France, Europe. Upper Palaeolithic. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1383302381000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428259,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507967000,ee58523b-c696-4723-8c9e-cbf0a9de0619,Primates,NHMUK:ecatalogue:2845217,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840533,193259,117c55191ef118be162dec43f9892ec9017342da,Specimen,1382631174000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/117c55191ef118be162dec43f9892ec9017342da/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4106_1_M_1,StillImage,1,Specimen,PA EM 4106,"Hand. Intermediate phalange. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382092914000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428245,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,a8467086-f005-46a7-8147-656b0be5fa22,Primates,NHMUK:ecatalogue:2840533,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840530,193253,d12f7d203728271d7c908e96c718ce8a4249ed7b,Specimen,1382630960000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/d12f7d203728271d7c908e96c718ce8a4249ed7b/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4104_1_M_1,StillImage,1,Specimen,PA EM 4104,"Hand. Proximal phalange. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382092733000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428241,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507966000,98035557-dd4a-4c49-a0a0-7731cb1e689f,Primates,NHMUK:ecatalogue:2840530,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840508,193175 | 193177,575d77a8927116a776939de27086977670eab796 | bbb9f343f8a4d13589d1010ff65fb58f3dda8454,Specimen | Specimen,1382626317000 | 1382626376000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/575d77a8927116a776939de27086977670eab796/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/bbb9f343f8a4d13589d1010ff65fb58f3dda8454/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543269000 | 1455543269000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4099_1_M_1 | NHM-UK_PA_EM 4099_2_M_1,StillImage | StillImage,2,Specimen,PA EM 4099,"Vertebra. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382087624000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428242,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507965000,8910ea3c-230f-4bc9-a436-da1a8c748cc5,Primates,NHMUK:ecatalogue:2840508,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2840506,193171,311deadb47757d1569e97c46179d03ed86f106be,Specimen,1382626123000,Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/311deadb47757d1569e97c46179d03ed86f106be/contents/preview,http://creativecommons.org/licenses/by/4.0/,jpeg,1455543269000,"The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 4098_1_M_1,StillImage,1,Specimen,PA EM 4098,"Vertebra. Fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1382087477000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428237,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507965000,18442f91-3407-48e6-a9bb-85dd185e82a4,Primates,NHMUK:ecatalogue:2840506,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2827575,184996 | 184997 | 573735,1ff87acfbb8910243a4d035bd721105397a6695f | 01840a5b73488c798f6ea1d7b464b027491e8f94 | 92500833d6670c6773a3c22cf2895316ba3fea5d,Specimen | Specimen | Specimen,1382111772000 | 1382111844000 | 1402610791000,Gabrielle Delbarre | Gabrielle Delbarre | Robert Kruszynski,https://www.nhm.ac.uk/services/media-store/asset/1ff87acfbb8910243a4d035bd721105397a6695f/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/01840a5b73488c798f6ea1d7b464b027491e8f94/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/92500833d6670c6773a3c22cf2895316ba3fea5d/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg | jpeg,1455543270000 | 1455543270000 | 1455615135000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM3978_1_M_1.jpg | NHM-UK_PA_EM3978_2_M_1.jpg | NHMUK_PA_EM_3978,StillImage | StillImage | StillImage,3,Specimen,PA EM 3978,"Skull. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1380125005000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428234,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507955000,f26a491c-b124-4341-afb4-58a666283c2a,Primates,NHMUK:ecatalogue:2827575,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2817556,194323 | 194325,bca18541497e27b89991b92c73ffd62ef4658dea | c4868d68b82c25fe68b131638e7529887f587233,Specimen | Specimen,1382713677000 | 1382713772000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/bca18541497e27b89991b92c73ffd62ef4658dea/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/c4868d68b82c25fe68b131638e7529887f587233/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455543268000 | 1455543268000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHM-UK_PA_EM 3972_1_M_1 | NHM-UK_PA_EM 3972_2_M_1,StillImage | StillImage,2,Specimen,PA EM 3972,"Skull fragment. Homo sapiens. Bruniquel Cave, France. Magdalenian period.","Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1377874411000,44.033,1.567,"Homo sapiens Linnaeus, 1758",F de Lastic,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1944428223,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Midi-Pyrénées; Tarn-et-Garonne,,NHMUK,Animalia,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Adult,"Bruniquel les Forges, Aveyron valley, Bruniquel les Forges, Aveyron valley",1541507954000,6a2824dd-6c9c-4aa0-b7b9-ba206a5e7999,Primates,NHMUK:ecatalogue:2817556,Chordata,F de Lastic,Excavation,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",,sapiens,Midi-Pyrénées,Anthropology,44 02 00 N,001 34 00 E,1863
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2014937,,,,,,,,,,,,,,Specimen,PA EM 237,,"Quaternary, Pleistocene",,PAL,Europe,France,855100800000,44.933,1.017,Homo sapiens | Homo sapiens,Department of Zoology,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,1056069721,GEODETIC_DATUM_ASSUMED_WGS84,,,Europe; France; Aquitaine; Dordogne,,NHMUK,,Phanerozoic,Pleistocene,Cenozoic,Quaternary,,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1530800351000,186e3c9c-7602-4d32-b2f0-44dc1666a8ea,,NHMUK:ecatalogue:2014937,,,,,,,,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2932765,391079 | 391081,c249537e3104ee546ff61e08484f60bf433c2a90 | 2d968a1874f6a6996184b0b8a5ce338aa3831f0a,Label | Label,1393604873000 | 1393604918000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/c249537e3104ee546ff61e08484f60bf433c2a90/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/2d968a1874f6a6996184b0b8a5ce338aa3831f0a/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1455705067000 | 1455705067000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 4351 Original box cover inscription | PA EM 4351 Original box inscription,StillImage | StillImage,2,Specimen,PA EM 4351,Cast. Cranium,"Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1390306240000,44.933,1.017,"Homo sapiens Linnaeus, 1758",,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1913207619,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Aquitaine; Dordogne,,NHMUK,Animalia,Phanerozoic,,Cenozoic,Quaternary,Adult,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1535976747000,e1318135-1ceb-4844-aae4-01a83b06d7fa,Primates,NHMUK:ecatalogue:2932765,Chordata,,,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",Male,sapiens,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
05ff2255-c38a-40c9-b657-4ccb55ab2feb,2349817,391062 | 391064,0732b8fbf67a31d6dfedee436964b51150452cba | 27b388af5ded6184b1cdc6344ffa6ecd96a06799,Label | Label,1393604099000 | 1393604150000,Gabrielle Delbarre | Gabrielle Delbarre,https://www.nhm.ac.uk/services/media-store/asset/0732b8fbf67a31d6dfedee436964b51150452cba/contents/preview | https://www.nhm.ac.uk/services/media-store/asset/27b388af5ded6184b1cdc6344ffa6ecd96a06799/contents/preview,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,jpeg | jpeg,1454492446000 | 1454492448000,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",PA EM 1806 to PA EM 1809 Original box cover label | PA EM 1806 to PA EM 1809 Original box label,StillImage | StillImage,2,Specimen,PA EM 1808,Cast. Humerus.,"Quaternary, Pleistocene",Mammalia,PAL,Europe,France,1329256768000,44.933,1.017,"Homo sapiens Linnaeus, 1758",J-L Heim,Phanerozoic,Pleistocene,Cenozoic,Quaternary,Hominidae,1913207401,GEODETIC_DATUM_ASSUMED_WGS84,Homo,Animalia; Chordata; Vertebrata; Mammalia; Primates; Haplorrhini; Simiiformes; Hominoidea; Hominidae,Europe; France; Aquitaine; Dordogne,,NHMUK,Animalia,Phanerozoic,,Cenozoic,Quaternary,Adult,"Les Eyzies de Tayac, Rock-shelter Cro-Magnon",1535976747000,9de04b19-9f5d-4c76-8e8b-220a3cd44179,Primates,NHMUK:ecatalogue:2349817,Chordata,,,"Homo sapiens Linnaeus, 1758","Linnaeus, 1758",Male,sapiens,Aquitaine,Anthropology,44 56 00 N,001 01 00 E,
